id;paisResidenciaActual;estadoResidenciaActual;ciudadResidenciaActual;empresaActual;cargoActual;donante;profesor;fechaActualizacion;fechaExpiracion
5585;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;COORDINADORA DE CALIDAD;0;0;5/13/2015;01/01/2999
5737;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;10/1/2015;01/01/2999
5784;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;10/23/2014;01/01/2999
854; Colombia; Cundinamarca; Bogot? D.C.; TAMPACARGO; ANALISTA DE PLANEACION FINANCIERA;D;D;01/01/2009;01/01/2099
1479;NA;NA;NA; Fasecolda; Investigadora;D;D;01/01/2010;01/01/2099
1897; Colombia; Cundinamarca; Bogot? D.C.; Interactive Data; Sales Assistant;D;D;01/01/2010;01/01/2099
4227; Colombia; Cundinamarca; Bogot? D.C.; meralicas Electrocos Sas; directora Financiera;D;D;01/08/2013;01/01/2099
6045;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTOR;0;0;11/30/2016;01/01/2999
5211;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DESEMPLEADO;0;0;12/14/2016;01/01/2999
6578;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DISE?ADOR;0;0;9/21/2016;01/01/2999
6468;NA;NA;NA;NA;NA;0;0;3/8/2004;01/01/2999
451;NA;NA;NA; ICOVIAS LTDA.; Ingeniero De Proyectos;D;D;01/01/2009;01/01/2099
1049;NA;NA;NA; Livevox Inc; Senior Web Enigneer;D;D;01/08/2010;01/01/2099
6992;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA DE COMUNICACIONES;0;0;12/10/2014;01/01/2999
3298; Colombia; Cundinamarca; Bogot? D.C.; Constructora Bolivar; Profesional 1;D;D;01/08/2012;01/01/2099
6054;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;9/19/2014;01/01/2999
5416;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;9/29/2010;01/01/2999
5713;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INTERPRETE;0;0;1/31/2012;01/01/2999
7078;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;CONSULTOR;1;0;11/21/2016;01/01/2999
1494;NA;NA;NA; Universidad De Los Andes; Asistente De Investigaci?n;D;D;01/01/2010;01/01/2099
6719;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PRESIDENTE;0;0;11/15/2016;01/01/2999
3479; Colombia; Cundinamarca; Bogot? D.C.; URBAN STATION; COMMUNITY MANAGEMENT;D;D;01/08/2012;01/01/2099
996; Holanda;NA; Den Haag;NA;NA;D;D;01/01/2009;01/01/2099
3132; Colombia; Cundinamarca; Bogot? D.C.; FUNDACION SANTA FE DE BOGOTA; MEDICO HOSPITALARIA EN INVESTIGACION;D;D;01/08/2012;01/01/2099
4609; Colombia; Cundinamarca; Bogot? D.C.; COLFONDOS; ANALISTA;D;D;01/01/2013;01/01/2099
4716; Colombia; Cundinamarca; Bogot? D.C.; c; progrma De Enn;D;D;01/01/2013;01/01/2099
2785; Colombia; Cundinamarca; Bogot? D.C.; CORTE CONSTITUCIONAL; AUXILIAR JUDICIAL 1;D;D;01/01/2011;01/01/2099
661; Colombia; Cundinamarca; Bogot? D.C.; MINERALES EXCLUSIVOS S.A.; INGENIERO DE OPERACION;D;D;01/01/2009;01/01/2099
4663;NA;NA;NA; Deloytte; consultora Financiera;D;D;01/01/2013;01/01/2099
7000;COLOMBIA;CUNDINAMARCA;CHIA;NA;PROFESIONAL;0;0;12/1/2016;01/01/2999
1598; Colombia; Cundinamarca; Bogot? D.C.; Avianca; Analista De Gestion Estrategica;D;D;01/01/2010;01/01/2099
2921; Colombia; Cundinamarca; Bogot? D.C.; UNIVERSIDAD DE LOS ANDES; PROFESOR FACULTAD DE ECONOMIA;D;D;01/01/2011;01/01/2099
5138; Colombia; Cundinamarca; Bogot? D.C.; ctpartnerers; Consultora Junior;D;D;01/01/2013;01/01/2099
5735;COLOMBIA;BOLIVAR;CARTAGENA;NA;AUDITOR CALIDAD DE PROVEEDORES;0;0;8/26/2014;01/01/2999
1485;NA;NA;NA; Occidental; Ing De Planacion;D;D;01/01/2010;01/01/2099
2836; Colombia; Cundinamarca; Bogot? D.C.; Cuberos Cort?s Guti?rrez Abogados; Abogado Junior;D;D;01/01/2011;01/01/2099
152; Colombia; Cundinamarca; Bogot? D.C.; Kpmg; Asistente;D;D;01/08/2009;01/01/2099
5727;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;DOCUMENTARISTA URBANO;0;0;3/20/2013;01/01/2999
7182;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ARQUITECTA;0;0;5/14/2015;01/01/2999
4795; Colombia; Cundinamarca; Bogot? D.C.; DURAN & OSORIO ABOGADOS; ABOGADA;D;D;01/01/2013;01/01/2099
6932;COLOMBIA;BOYACA;SOGAMOSO;NA;NA;0;0;7/18/2016;01/01/2999
3156; Colombia; Caldas; Manizales; ARQUITECTO MARCELO VILLEGAS; AUXILIAR DE PROYECTOS;D;D;01/08/2012;01/01/2099
4678; Colombia; Cundinamarca; Bogot? D.C.; Multiconstructura Ltda; Arquitecta;D;D;01/01/2013;01/01/2099
4756; Colombia; Cundinamarca; Bogot? D.C.; Cpc 1; Asistente De Proyectos;D;D;01/01/2013;01/01/2099
3287; Colombia; Cundinamarca; Bogot? D.C.; PROTELA S.A; DISE?ADORA TEXTIL;D;D;01/08/2012;01/01/2099
7022;FRANCIA;RHONE-ALPES;LYON;NA;NA;0;0;4/8/2011;01/01/2999
1946; Colombia; Cundinamarca; Bogot? D.C.; Grupo Core Mar; Director Comercial;D;D;01/01/2010;01/01/2099
3428; Colombia; Cundinamarca; Bogot? D.C.; MAZZANTI ARQUITECTOS; ARQUITECTA;D;D;01/08/2012;01/01/2099
5613;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA;0;0;4/15/2015;01/01/2999
6607;COLOMBIA;ATLANTICO;BARRANQUILLA;NA;NA;0;0;12/6/2016;01/01/2999
4366; Colombia; Cundinamarca; Bogot? D.C.; Copco Sa; Auxiliar De Archivo;D;D;01/08/2013;01/01/2099
4963; Colombia; Cundinamarca; Bogot? D.C.; Stin David Leav; Contratista;D;D;01/01/2013;01/01/2099
5529;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;11/12/2015;01/01/2999
5653;ALEMANIA;NO DISPONIBLE;NO DISPONIBLE;NA;DIRECTOR DEPARTAMENTO SERVICIO TECNICO;0;0;11/2/2010;01/01/2999
3893; Colombia; Cundinamarca; Chia;NA;NA;D;D;01/01/2012;01/01/2099
5424;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA DE INFORMACION COMERCIAL;0;0;12/1/2014;01/01/2999
7008;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/28/2013;01/01/2999
6455;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;JEFE DE INVESTIGACIONES;0;0;10/2/2015;01/01/2999
5248;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;6/15/2016;01/01/2999
1064;NA;NA;NA; Oracle Colombia; Service Delivery Management;D;D;01/08/2010;01/01/2099
3587; Colombia; Cundinamarca; Bogot? D.C.; deinpro Global Sas; director De Prouyecto Especialidad Electrica;D;D;01/01/2012;01/01/2099
5925;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESORA ASOCIADA;0;0;6/24/2004;01/01/2999
5170; Panam?; Panam?; Panam?; Belcorp; Asistente Planeamiento Integral;D;D;01/01/2013;01/01/2099
3191; Colombia; Valle Del Cauca; Cali;NA;NA;D;D;01/08/2012;01/01/2099
838; Colombia; Cundinamarca; Bogot? D.C.; LOVE ONE SHOP; DIRECTORA DE CUENTA;D;D;01/01/2009;01/01/2099
6954;COLOMBIA;SANTANDER;BUCARAMANGA;NA;NA;0;0;11/27/2014;01/01/2999
4997; Colombia; Cundinamarca; Bogot? D.C.; Duran Y Osorio Abogados Asociados; Abogado;D;D;01/01/2013;01/01/2099
6661;REINO UNIDO;ENGLAND;LONDRES;NA;MANAGER;0;0;5/20/2015;01/01/2999
5287;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;7/24/2013;01/01/2999
7161;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;EDITORA DE TEXTO;0;0;3/17/2016;01/01/2999
379; Colombia; Cundinamarca; Bogot? D.C.; Sociedades Bol?var; Analista Financiero;D;D;01/08/2009;01/01/2099
780; Colombia; Cundinamarca; Chia; Frog Design; Dise?adora;D;D;01/01/2009;01/01/2099
3222; Colombia; Cundinamarca; Bogot? D.C.; Consultoria Colombiana Concol S.A; Ingeniero De Soporte;D;D;01/08/2012;01/01/2099
6236;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;2/12/2013;01/01/2999
433; Francia; Nord Palais De Cas; Lille;NA;NA;D;D;01/08/2009;01/01/2099
635; Colombia; Cundinamarca; Bogot? D.C.; UNIVERSIDAD DE LOS ANDES; ARQUITECTO DE SOFTWARE Y DESARROLLADOR;D;D;01/01/2009;01/01/2099
4958; Colombia; Cundinamarca; Bogot? D.C.; Detergentes Ltda; Ingeniero Soporte De Proyectos;D;D;01/01/2013;01/01/2099
1686; Colombia; Cundinamarca; Bogot? D.C.; Copco S.A.; Gestor Laboral;D;D;01/01/2010;01/01/2099
3227; Colombia; Cundinamarca; Bogot? D.C.; Triana Uribe & Michelsen; Abogado;D;D;01/08/2012;01/01/2099
6724;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;MARKETING ADVISOR;0;0;1/4/2012;01/01/2999
1107;NA;NA;NA; Corredores  Asociados; Asistente Coemrcial;D;D;01/08/2010;01/01/2099
1595; Colombia; Cundinamarca; Bogot? D.C.; Congreso De La Republica; Asesora 3;D;D;01/01/2010;01/01/2099
2987; Colombia; Cundinamarca; Bogot? D.C.; PRISERCO SAS; ASISTENTE DE PROYECTOS;D;D;01/01/2011;01/01/2099
4508; Colombia; Cundinamarca; Bogot? D.C.; CSIL CONSULTORES; Ingeniera Civil;D;D;01/08/2013;01/01/2099
85; Colombia; Cundinamarca; Bogot? D.C.; Gecolsa; Ingeniero De Servicio;D;D;01/08/2009;01/01/2099
5790;NA;NA;NA;NA;NA;0;0;6/1/2005;01/01/2999
5270;COLOMBIA;VALLE;CALI;NA;INGENIERO DE SOPORTE PARA LATINOAMERICA;0;0;8/18/2016;01/01/2999
432; Francia; Paris; Paris Antony;NA;NA;D;D;01/08/2009;01/01/2099
288; Colombia; Cundinamarca; Bogot? D.C.; Mininco Group; Coordinador De Proyecto;D;D;01/08/2009;01/01/2099
5744;ESTADOS UNIDOS;NEW YORK;ALBANY;NA;NA;0;0;6/2/2011;01/01/2999
5314;ESTADOS UNIDOS;Distrito De Columbia;WASHINGTON D.C.;NA;NA;0;0;8/11/2016;01/01/2999
1134;NA;NA;NA; Cerac; Investigador;D;D;01/08/2010;01/01/2099
6134;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;7/11/2014;01/01/2999
4561; Colombia; Cundinamarca; Bogot? D.C.; Universida De Loa Andes; asistente De Investigacion;D;D;01/08/2013;01/01/2099
6093;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;10/28/2016;01/01/2999
4926; Colombia; Cundinamarca; Bogot? D.C.; AI Inmuebles Y Construcciones Sas; Arquitecta Residente;D;D;01/01/2013;01/01/2099
1431;NA;NA;NA; Tipiel S.A; Especialista En Tuber?a;D;D;01/08/2010;01/01/2099
6886;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/31/2016;01/01/2999
4301; Colombia; Cundinamarca; Bogot? D.C.; PRA DEN DE; Asitente;D;D;01/08/2013;01/01/2099
778; Colombia; Cundinamarca; Bogot? D.C.; MINISTERIO DEL INTERIOR; CONTRATISTA DE LA DIRECION DE JUSTICIA;D;D;01/01/2009;01/01/2099
4758; Colombia; Cundinamarca; Bogot? D.C.; jp; anlista;D;D;01/01/2013;01/01/2099
6089;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/16/2014;01/01/2999
7012;VENEZUELA;DISTRITO CAPITAL;CARACAS;NA;GERENTE;0;0;5/20/2015;01/01/2999
5518;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/9/2002;01/01/2999
7130;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;OFICINA DE INTEGRACION;0;0;10/1/2015;01/01/2999
5616;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;ASISTENTE DE INVESTIGACION;0;0;7/15/2015;01/01/2999
3483; Colombia; Cundinamarca; Bogot? D.C.; Blue Cargo Group; Jefe De Operaciones;D;D;01/08/2012;01/01/2099
5859;REPUBLICA CHECA;MORAVIA-SILESIA;OSTRAVA;NA;NA;0;0;5/25/2011;01/01/2999
5565;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE DE DESARROLLO EMPRESARIAL;0;0;12/2/2015;01/01/2999
1914; Colombia; Cundinamarca; Bogot? D.C.; Independiente; Dise?adora De Paginas Web Y Creaci?n De Marca;D;D;01/01/2010;01/01/2099
5012; Colombia; Cundinamarca; Bogot? D.C.; FALABELLA DE COLOMBIA; PLANNER SENIOR ELECTRO;D;D;01/01/2013;01/01/2099
6905;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASISTENTE;0;0;11/29/2012;01/01/2999
3280; Colombia; Cundinamarca; Bogot? D.C.; 2RD STUDIO; PRODUCTOR EJECUTIVO;D;D;01/08/2012;01/01/2099
7186;COLOMBIA;SANTANDER;BUCARAMANGA;NA;DOCENTE;0;0;1/20/2015;01/01/2999
5964;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE DE CUENTA BANCA EMPRESARIAL Y COORPORATIVA;0;0;10/19/2016;01/01/2999
4027; Colombia;NA;NA; Schlumberger; Field Engineer;D;D;01/01/2012;01/01/2099
2254; Colombia; Cundinamarca; Bogot? D.C.; Correval S.A.; Trade De Renta Variable;D;D;01/08/2011;01/01/2099
7243;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTOR DE PROYECTO;0;0;8/5/2014;01/01/2999
6641;COLOMBIA;ANTIOQUIA;MEDELLIN;NA;NA;0;0;10/1/2015;01/01/2999
6196;COLOMBIA;CUNDINAMARCA;CHIA;NA;GERENTE GENERAL;0;0;9/13/2016;01/01/2999
7131;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/25/2006;01/01/2999
1510; Colombia; Cundinamarca; Bogot? D.C.; Acciones Y Valores; Traider De Posicion Propia;D;D;01/01/2010;01/01/2099
2234; Colombia; Cundinamarca; Bogot? D.C.; Kma Construcciones; Ingeniera De Licitaciones;D;D;01/08/2011;01/01/2099
3634; Colombia; Cundinamarca; Bogot? D.C.; Ai Arquiectura; Propitaria;D;D;01/01/2012;01/01/2099
5322;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/16/2014;01/01/2999
6865;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/16/2011;01/01/2999
6053;ALEMANIA;BERLIN;BERLIN;NA;TRADUCTOR;0;0;8/6/2010;01/01/2999
6162;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;3/2/2005;01/01/2999
2740; Colombia; Cundinamarca; Bogot? D.C.; TNS Quanta; Director De Proyectps;D;D;01/01/2011;01/01/2099
6845;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTOR DE RIESGO;0;0;9/23/2009;01/01/2999
2561; Colombia; Cundinamarca; Bogot? D.C.; INDEPENDIENTE; CONSULTORIAS EN PSICOLOGIA DEL CONSUMIDOR;D;D;01/01/2011;01/01/2099
5626;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;4/10/2012;01/01/2999
6305;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;JEFE DE VENTAS;0;0;4/22/2010;01/01/2999
6028;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE;0;0;3/22/2013;01/01/2999
3819; Colombia; Cundinamarca; Bogot? D.C.; Pasamaneria Lanatex Ltda.; Dise?adora Y Jefe De Compras;D;D;01/01/2012;01/01/2099
2121; Colombia; Cundinamarca; Bogot? D.C.; Amr Construcciones; Ingeniero Residente De Obra;D;D;01/08/2011;01/01/2099
4691; Colombia; Valle; Cali; Fundaci?n Valle Del Lili; M?dico Rural;D;D;01/01/2013;01/01/2099
7028;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESIONAL GRADO 02;0;0;11/21/2016;01/01/2999
6046;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;7/3/2013;01/01/2999
6132;ESTADOS UNIDOS;NORTH CAROLINA;CHARLOTTE;NA;NA;0;0;12/10/2014;01/01/2999
495; Colombia; Cundinamarca; Bogot? D.C.; RODRIGUEZ & ASOCIADOS ABOGADOS; ABOGADO ASOCIADO;D;D;01/01/2009;01/01/2099
3593; Colombia; Cundinamarca; Bogot? D.C.; Antares IAC; Ingeniero De Soporte;D;D;01/01/2012;01/01/2099
5595;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTIVO;0;0;2/13/2015;01/01/2999
6234;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;COORDINADOR;0;0;10/11/2016;01/01/2999
216; Colombia; Cundinamarca; Bogot? D.C.; Kapta Ltda.; Instructor T?cnico;D;D;01/08/2009;01/01/2099
3172; Colombia; Cundinamarca; Bogot? D.C.; Auditoria Ambiental SAS; Ingeniero Ambiental Y Civil;D;D;01/08/2012;01/01/2099
263; Colombia; Cundinamarca; Bogot? D.C.; Meals De Colombia S.A.; Analista De Calidad;D;D;01/08/2009;01/01/2099
1813; Colombia; Cundinamarca; Bogot? D.C.; Estructuras En Finanzas S.A.; Analista Banca De Inversi?n;D;D;01/01/2010;01/01/2099
6176;AUSTRALIA;QUEENSLAND;BRISBANE;NA;ASESOR;0;0;10/22/2013;01/01/2999
2718; Colombia; Cundinamarca; Bogot? D.C.; NNMASAS; COORDINADO DE DISE?O;D;D;01/01/2011;01/01/2099
6329;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;10/25/2011;01/01/2999
6316;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;JEFE;0;0;12/10/2014;01/01/2999
5796;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;4/13/2013;01/01/2999
420; Colombia; Cundinamarca; Bogot? D.C.; Diveo; Analista De Planeacion Financiera;D;D;01/08/2009;01/01/2099
3214; Colombia; Cundinamarca; Bogot? D.C.; MIEBACH CONSULTING DE COLOMBIA; INGENIERO DE PROYECTOS;D;D;01/08/2012;01/01/2099
5808;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;SYSTEMS ENGINEER;0;0;10/3/2013;01/01/2999
3435; Colombia; Cundinamarca; Bogot? D.C.; GENERAL ELECTRIC; ANALISTA DE COMPRAS Y OPERACIONES;D;D;01/08/2012;01/01/2099
4363; Colombia; Cundinamarca; Bogot? D.C.; Ministerio De Industria Y Comercio De Turismo; Pasantte De La Ofina De Asuntos Legales Internacinales;D;D;01/08/2013;01/01/2099
2786; Colombia; Cundinamarca; Bogot? D.C.; COCA COLA FEMSA; ESPECIALISTA DE MARCA PARA AGUAS;D;D;01/01/2011;01/01/2099
1037;NA;NA;NA; Erst Y Jhoug; Staff;D;D;01/08/2010;01/01/2099
906; Colombia; Cundinamarca; Bogot? D.C.; FONANDES S.A.; INGENIERO DE PLANTA;D;D;01/01/2009;01/01/2099
5650;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA FINANCIERO;0;0;1/20/2015;01/01/2999
6926;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ABOGADO;0;0;2/13/2015;01/01/2999
4594; Francia; D?partement: L'H?rault, R?gion: Languedoc-Roussillon; Montpellier;NA;NA;D;D;01/08/2013;01/01/2099
1977; Colombia; Cundinamarca; Bogot? D.C.; Korn/Ferry International; Researcher;D;D;01/01/2010;01/01/2099
6663;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;4/25/2013;01/01/2999
3414; Colombia; Cundinamarca; Bogot? D.C.; Restrepo Y Uribe SAS; Ingeniero Inspector;D;D;01/08/2012;01/01/2099
7005;COLOMBIA;ANTIOQUIA;MEDELLIN;NA;INGENIERA;0;0;2/24/2016;01/01/2999
3569;NA;NA;NA; Business English Consultants; Int?rprete Y Traductor;D;D;01/01/2012;01/01/2099
6889;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;PROFESIONAL;0;0;12/5/2016;01/01/2999
1592; Colombia; Cundinamarca; Bogot? D.C.; Ninguna; Independiente;D;D;01/01/2010;01/01/2099
5174;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;12/1/2014;01/01/2999
5243;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;2/16/2016;01/01/2999
7184;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/6/2015;01/01/2999
1804; Colombia; Cundinamarca; Bogot? D.C.; Citibank; Sales Trader;D;D;01/01/2010;01/01/2099
6631;COLOMBIA;VALLE;CALI;NA;ASISTENTE DE INVESTIGACION;0;0;5/20/2015;01/01/2999
5995;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASOCIADA;0;0;6/11/2015;01/01/2999
6161;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;11/17/2016;01/01/2999
6529;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;PROFESIONAL ESPECIALIZADO;0;0;1/26/2012;01/01/2999
2549; Colombia; Cundinamarca; Bogot? D.C.; Porvanie S.A.; Analista 3 Gesti?n Comercial Externa;D;D;01/01/2011;01/01/2099
878; Colombia; Cundinamarca; Bogot? D.C.; Contexto Urbano S.A; Arquitecta De Proyectos;D;D;01/01/2009;01/01/2099
5284;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTORA GENERAL;0;0;10/26/2011;01/01/2999
3268; Colombia; Cundinamarca; Bogot? D.C.; TECNOQUANTA S.A.S.; Director De Estrategia;D;D;01/08/2012;01/01/2099
5480;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INDEPENDIENTE;0;0;7/22/2016;01/01/2999
6355;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;12/8/2012;01/01/2999
4601; Colombia; Cundinamarca; Bogot? D.C.;NA;NA;D;D;01/01/2013;01/01/2099
3006; Colombia; Cundinamarca; Bogot? D.C.; ESTRATEGIAS CORPORATIVAS; ASOCIADA;D;D;01/08/2012;01/01/2099
5251;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTOR ADMINISTRATIVO;0;0;2/15/2013;01/01/2999
2724; Colombia; Cundinamarca; Bogot? D.C.; ARQUITECTO E ING; ARQUITECTO;D;D;01/01/2011;01/01/2099
5065; Colombia; Cundinamarca; Bogot? D.C.; v; v;D;D;01/01/2013;01/01/2099
1740; Colombia; Cundinamarca; Bogot? D.C.; Colegio Nueva Granada; Psicologa;D;D;01/01/2010;01/01/2099
5605;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;12/12/2012;01/01/2999
2703; Colombia; Cundinamarca; Bogot? D.C.; DG&C Abogados; Asociada;D;D;01/01/2011;01/01/2099
1237;NA;NA;NA; Falabella Colombia; Planner;D;D;01/08/2010;01/01/2099
6287;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;12/11/2009;01/01/2999
2525;NA; Cundinamarca; Bogot? D.C.; PRIETO CARRIZOSA; ABOGADA JUNIOR;D;D;01/01/2011;01/01/2099
613; Colombia; Cundinamarca; Bogot? D.C.; TYBA PROYECTOS; GERENTE COMERCIAL;D;D;01/01/2009;01/01/2099
5062; Colombia; Cundinamarca; Bogot? D.C.; Colegio Andio Colombiano; Sicologa;D;D;01/01/2013;01/01/2099
4045; Colombia; Cundinamarca; Bogot? D.C.; Davivienda; Trader Junior;D;D;01/01/2012;01/01/2099
6182;COLOMBIA;QUINDIO;MONTENEGRO;NA;NA;0;0;7/5/2013;01/01/2999
6741;CANADA;ONTARIO;MARKHAM;NA;CUSTOMER ENG ACCOUNT MANAGER;0;0;2/23/2015;01/01/2999
2312; Colombia; Cundinamarca; Bogot? D.C.; Integra Gerencia Y Construccion; Director De Proyectos;D;D;01/08/2011;01/01/2099
5346;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;1/30/2012;01/01/2999
5526;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/5/2014;01/01/2999
1404;NA;NA;NA; Alpina; Analista De Tesoreria;D;D;01/08/2010;01/01/2099
3926; Colombia; Cundinamarca; Bogot? D.C.; Acrilinea; Dise?o De Marca;D;D;01/01/2012;01/01/2099
3433; Colombia; Cundinamarca; Bogot? D.C.; Positiva Compa??a De Seguros; Profesional;D;D;01/08/2012;01/01/2099
6582;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESIONAL II;0;0;11/21/2016;01/01/2999
2585; Colombia; Cundinamarca; Bogot? D.C.; Harinera Del Valle; Ingeniero De Productividad;D;D;01/01/2011;01/01/2099
6391;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;VICEPRESIDENTE;0;0;1/27/2010;01/01/2999
6244;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASISTENTE DE GERENCIA;0;0;1/3/2012;01/01/2999
202; Colombia; Cundinamarca; Bogot? D.C.; Seguros Bolivar; Directora Administrativa;D;D;01/08/2009;01/01/2099
2370; Colombia; Cundinamarca; Bogot? D.C.; Genivar; Ingeniera Ambiental Junior;D;D;01/08/2011;01/01/2099
7094;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTIVO 1ER NIVEL;0;0;7/8/2013;01/01/2999
6892;COLOMBIA;VALLE;PALMIRA;NA;PROFESIONAL;0;0;2/3/2015;01/01/2999
3195; Colombia; Santander; Barrancabermeja; EPC TOSCANO; ADMINISTRADOR GESTOR CONTABLE Y GERENTE DE COMPRAS;D;D;01/08/2012;01/01/2099
6372;COLOMBIA;CUNDINAMARCA;CHIA;NA;SUBDIRECTOR OPERATIVO DE ANALISIS NIVEL MUNICIPAL;0;0;5/10/2012;01/01/2999
4988; Colombia; Cundinamarca; Bogot? D.C.; Campa?a Presidencial Martha Lucia Ramirez; Miembro Del Equipo De Investigaci?n;D;D;01/01/2013;01/01/2099
2872; Colombia; Guajira; Albania; CARBONES DEL CERREJON; CONTRATISTA;D;D;01/01/2011;01/01/2099
5858;HOLANDA;NA;AMSTERDAM;NA;NA;0;0;4/6/2016;01/01/2999
5988;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INGENIERO DESARROLLADOR;0;0;11/2/2016;01/01/2999
5733;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE;0;0;12/10/2014;01/01/2999
